SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Multi-Family (2-4 Unit),5418 W Vliet St,Milwaukee,WI,53208,105000,4,2,,1990,4800,1922,,53,,,,,http://www.redfin.com/WI/Milwaukee/5418-W-Vliet-St-53208/home/90225544,,,N,Y,43.0496497,-87.981768
PAST SALE,,Multi-Family (2-4 Unit),6302 W Richmond Ave,Milwaukee,WI,53210,86500,3,2,,1908,5760,1929,,45,,,,,http://www.redfin.com/WI/Milwaukee/6302-W-Richmond-Ave-53210/home/90218987,,,N,Y,43.0710064,-87.9908653
PAST SALE,,Multi-Family (2-4 Unit),1711 W Bolivar Ave,Milwaukee,WI,53221,265000,6,2,,2374,6480,1959,,112,,,,,http://www.redfin.com/WI/Milwaukee/1711-W-Bolivar-Ave-53221/home/90250214,,,N,Y,42.966294,-87.9358998
PAST SALE,,Multi-Family (2-4 Unit),4961 S 14th St,Milwaukee,WI,53221,175000,6,2,,2076,5900,1960,,84,,,,,http://www.redfin.com/WI/Milwaukee/4961-S-14th-St-53221/home/90381528,,,N,Y,42.9542622,-87.9312197
PAST SALE,August-8-2019,Multi-Family (2-4 Unit),2361 N 12th St Unit A,Milwaukee,WI,53206,13164,4,2,Milwaukee,1777,5227,1897,141,7,,Sold,,,http://www.redfin.com/WI/Milwaukee/2361-N-12th-St-53206/unit-A/home/167136376,METROMLS,1645102,N,Y,43.0617463,-87.9270779
PAST SALE,August-19-2019,Multi-Family (2-4 Unit),5410 N 39th St,Milwaukee,WI,53209,68750,4,2,Milwaukee,1700,7405,1948,130,40,,Sold,,,http://www.redfin.com/WI/Milwaukee/5410-N-39th-St-53209/home/90347720,METROMLS,1646644,N,Y,43.1159347,-87.9609129
PAST SALE,August-19-2019,Multi-Family (2-4 Unit),3157 S 29th St,Milwaukee,WI,53215,194200,4,2,Milwaukee,2215,4791,1938,130,88,,Sold,,,http://www.redfin.com/WI/Milwaukee/3157-S-29th-St-53215/home/90377232,METROMLS,1643176,N,Y,42.9872113,-87.9510078
PAST SALE,August-19-2019,Multi-Family (2-4 Unit),6431 W Main St,Milwaukee,WI,53214,282000,,,Milwaukee,,7840,1960,130,,,Sold,,,http://www.redfin.com/WI/Milwaukee/6431-W-Main-St-53214/home/58053234,METROMLS,1642839,N,Y,43.025842,-87.9934343
PAST SALE,August-14-2019,Multi-Family (2-4 Unit),1717 W Bolivar Ave,Milwaukee,WI,53221,200000,5,2,Milwaukee,2338,6534,1960,135,86,,Sold,,,http://www.redfin.com/WI/Milwaukee/1717-W-Bolivar-Ave-53221/home/58073276,METROMLS,1645955,N,Y,42.9663343,-87.9361269
PAST SALE,August-19-2019,Multi-Family (2-4 Unit),653 S 69th St,Milwaukee,WI,53214,250000,,,Milwaukee,,8712,1913,130,,,Sold,,,http://www.redfin.com/WI/Milwaukee/653-S-69th-St-53214/home/58073417,METROMLS,1651336,N,Y,43.0248459,-87.9991293
PAST SALE,August-7-2019,Multi-Family (2-4 Unit),2359 N 58th St #2361,Milwaukee,WI,53210,245000,4,2,Milwaukee,3546,5227,1927,142,69,,Sold,,,http://www.redfin.com/WI/Milwaukee/2359-N-58th-St-53210/unit-2361/home/90224333,METROMLS,1645880,N,Y,43.0620398,-87.985619
PAST SALE,August-14-2019,Multi-Family (2-4 Unit),2213 S Layton Blvd #2215,Milwaukee,WI,53215,161500,6,2,Milwaukee,2304,3484,1905,135,70,,Sold,,,http://www.redfin.com/WI/Milwaukee/2213-S-Layton-Blvd-53215/unit-2215/home/90372459,METROMLS,1639182,N,Y,43.0045345,-87.9484381
PAST SALE,,Multi-Family (2-4 Unit),330 N 64th St,Milwaukee,WI,53213,162000,2,2.5,,1769,6000,1900,,92,,,,,http://www.redfin.com/WI/Milwaukee/330-N-64th-St-53213/home/90367389,,,N,Y,43.0346566,-87.9919749
PAST SALE,,Multi-Family (2-4 Unit),2950 N 50th St #2952,Milwaukee,WI,53210,35000,6,2,,2534,5160,1925,,14,,,,,http://www.redfin.com/WI/Milwaukee/2950-N-50th-St-53210/unit-2952/home/90219291,,,N,Y,43.0727539,-87.9757527
PAST SALE,,Multi-Family (2-4 Unit),2944 N 70th St Unit A,Milwaukee,WI,53210,232000,5,3.5,,2284,5474,1940,,102,,,,,http://www.redfin.com/WI/Milwaukee/2944-N-70th-St-53210/unit-A/home/58053895,,,N,Y,43.0722549,-87.999418
PAST SALE,July-22-2019,Multi-Family (2-4 Unit),3521 N 37th St Unit 3521A,Milwaukee,WI,53216,63700,4,2,Milwaukee,1934,4356,1929,158,33,,Sold,,,http://www.redfin.com/WI/Milwaukee/3521-N-37th-St-53216/unit-3521-A/home/144189967,METROMLS,1637750,N,Y,43.0830498,-87.9599225
PAST SALE,July-17-2019,Multi-Family (2-4 Unit),3718 S 87th St,Milwaukee,WI,53228,230000,5,2,Milwaukee,2216,7840,1958,163,104,,Sold,,,http://www.redfin.com/WI/Milwaukee/3718-S-87th-St-53228/home/58071168,METROMLS,1641134,N,Y,42.976863,-88.021158
PAST SALE,,Multi-Family (2-4 Unit),2549 S 68th St,Milwaukee,WI,53219,205000,5,2,,1853,5400,1959,,111,,,,,http://www.redfin.com/WI/Milwaukee/2549-S-68th-St-53219/home/90236012,,,N,Y,42.998112,-87.9978952
PAST SALE,July-8-2019,Multi-Family (2-4 Unit),2971 S 39th St,Milwaukee,WI,53215,145000,3,2,Milwaukee,1801,6534,1949,172,81,,Sold,,,http://www.redfin.com/WI/Milwaukee/2971-S-39th-St-53215/home/90239947,METROMLS,1615583,N,Y,42.9905441,-87.9632189
PAST SALE,July-12-2019,Multi-Family (2-4 Unit),2137 S 36th St,Milwaukee,WI,53215,140000,5,2,Milwaukee,2078,6534,1929,168,67,,Sold,,,http://www.redfin.com/WI/Milwaukee/2137-S-36th-St-53215/home/90236050,METROMLS,1644932,N,Y,43.0057424,-87.9593053
PAST SALE,July-22-2019,Multi-Family (2-4 Unit),7328 W Honey Creek Dr,Milwaukee,WI,53219,306000,,,Milwaukee,4050,9583,1959,158,76,,Sold,,,http://www.redfin.com/WI/Milwaukee/7328-W-Honey-Creek-Dr-53219/home/90241570,METROMLS,1641584,N,Y,42.9861709,-88.0039683
PAST SALE,July-15-2019,Multi-Family (2-4 Unit),5329 W Hayes Ave,West Allis,WI,53219,208900,5,2,Milwaukee,1778,5227,1948,165,117,,Sold,,,http://www.redfin.com/WI/West-Allis/5329-W-Hayes-Ave-53219/home/58057918,METROMLS,1639674,N,Y,43.000469,-87.980293
PAST SALE,,Other,2972 N 66th St #2974,Milwaukee,WI,53210,269900,8,1,,,7680,1931,,,,,,,http://www.redfin.com/WI/Milwaukee/2972-N-66th-St-53210/unit-2974/home/90219043,,,N,Y,43.073292,-87.9937072
PAST SALE,August-15-2019,Multi-Family (5+ Unit),5740 N 94th St Unit - 5752,Milwaukee,WI,53225,380000,,,Milwaukee,7398,15245,1966,134,51,,Sold,,,http://www.redfin.com/WI/Milwaukee/5740-N-94th-St-53225/unit-5752/home/166993562,METROMLS,1640241,N,Y,43.122399,-88.02915
PAST SALE,,Multi-Family (2-4 Unit),2432 W Concordia Ave,Milwaukee,WI,53206,18000,3,2,,1400,2688,1903,,13,,,,,http://www.redfin.com/WI/Milwaukee/2432-W-Concordia-Ave-53206/home/58071785,,,N,Y,43.0792158,-87.9432645
PAST SALE,,Multi-Family (2-4 Unit),4636 N 46th St,Milwaukee,WI,53218,83000,4,2,,1564,6028,1952,,53,,,,,http://www.redfin.com/WI/Milwaukee/4636-N-46th-St-53218/home/90350750,,,N,Y,43.1016388,-87.9702143
PAST SALE,,Multi-Family (2-4 Unit),543 W Armour Ave,Milwaukee,WI,53207,190000,6,2,,2016,7092,1958,,94,,,,,http://www.redfin.com/WI/Milwaukee/543-W-Armour-Ave-53207/home/90381112,,,N,Y,42.9618769,-87.9183138
PAST SALE,,Multi-Family (2-4 Unit),1619 S 2nd St #1621,Milwaukee,WI,53204,170000,6,2,,2328,4760,1890,,73,,,,,http://www.redfin.com/WI/Milwaukee/1619-S-2nd-St-53204/unit-1621/home/90371008,,,N,Y,43.0137961,-87.9129821
PAST SALE,July-12-2019,Multi-Family (2-4 Unit),2462 S Howell Ave,Milwaukee,WI,53207,252000,5,2,Milwaukee,2703,3484,1890,168,93,,Sold,,,http://www.redfin.com/WI/Milwaukee/2462-S-Howell-Ave-53207/home/58054762,METROMLS,1642002,N,Y,42.9996889,-87.904469
PAST SALE,,Multi-Family (2-4 Unit),1758 N Astor St,Milwaukee,WI,53202,245000,4,2,,1398,2145,1890,,175,,,,,http://www.redfin.com/WI/Milwaukee/1758-N-Astor-St-53202/home/58063842,,,N,Y,43.0540091,-87.8992855
PAST SALE,,Multi-Family (2-4 Unit),923 E Townsend St,Milwaukee,WI,53212,302500,6,2,,2672,4428,1929,,113,,,,,http://www.redfin.com/WI/Milwaukee/923-E-Townsend-St-53212/home/90355476,,,N,Y,43.0794991,-87.8992663
PAST SALE,July-30-2019,Multi-Family (2-4 Unit),1967 N Oakland Ave,Milwaukee,WI,53202,204000,4,2,Milwaukee,1728,3484,1895,150,118,,Sold,,,http://www.redfin.com/WI/Milwaukee/1967-N-Oakland-Ave-53202/home/57755036,METROMLS,1633400,N,Y,43.0571712,-87.8901304
PAST SALE,,Multi-Family (2-4 Unit),2568 N 19th St Unit A,Milwaukee,WI,53206,25000,5,2,,1386,5400,1897,,18,,,,,http://www.redfin.com/WI/Milwaukee/2568-N-19th-St-53206/unit-A/home/90322679,,,N,Y,43.0656418,-87.9360921
PAST SALE,August-27-2019,Multi-Family (2-4 Unit),5301 W Keefe Ave #5303,Milwaukee,WI,53216,100000,4,2,Milwaukee,2327,5662,1947,122,43,,Sold,,,http://www.redfin.com/WI/Milwaukee/5301-W-Keefe-Ave-53216/unit-5303/home/167018690,METROMLS,1640327,N,Y,43.082293,-87.97985
PAST SALE,,Multi-Family (2-4 Unit),2925 N 38th St,Milwaukee,WI,53210,64500,4,2,,1912,4988,1919,,34,,,,,http://www.redfin.com/WI/Milwaukee/2925-N-38th-St-53210/home/58055636,,,N,Y,43.0721459,-87.9612191
PAST SALE,September-23-2019,Multi-Family (2-4 Unit),2606 N 53rd St Unit 2606A,Milwaukee,WI,53210,66500,2,2,Milwaukee,1613,3484,1928,95,41,,Sold,,,http://www.redfin.com/WI/Milwaukee/2606-N-53rd-St-53210/unit-2606A/home/113963798,METROMLS,1652545,N,Y,43.0663304,-87.9795873
PAST SALE,August-31-2019,Multi-Family (2-4 Unit),3946 N 44th St #3948,Milwaukee,WI,53216,143425,4,2,Milwaukee,2000,4791,1941,118,72,,Sold,,,http://www.redfin.com/WI/Milwaukee/3946-N-44th-St-53216/unit-3948/home/90211426,METROMLS,1651408,N,Y,43.0889734,-87.9680935
PAST SALE,,Multi-Family (2-4 Unit),2835 N 49th St #37,Milwaukee,WI,53210,75000,7,2,,3280,5160,1924,,23,,,,,http://www.redfin.com/WI/Milwaukee/2835-N-49th-St-53210/unit-37/home/90359061,,,N,Y,43.0705746,-87.9752449
PAST SALE,,Multi-Family (2-4 Unit),2548 N 57th St,Milwaukee,WI,53210,60000,3,2,,1817,4734,1927,,33,,,,,http://www.redfin.com/WI/Milwaukee/2548-N-57th-St-53210/home/58075402,,,N,Y,43.0654202,-87.9838721
PAST SALE,,Multi-Family (2-4 Unit),4211 W Bonny Pl,Milwaukee,WI,53216,85000,4,2,,2205,4590,1921,,39,,,,,http://www.redfin.com/WI/Milwaukee/4211-W-Bonny-Pl-53216/home/90356544,,,N,Y,43.0775079,-87.9659569
PAST SALE,September-30-2019,Multi-Family (2-4 Unit),2841 N 34th St #2843,Milwaukee,WI,53210,35000,6,2,Milwaukee,2316,5227,1922,88,15,,Sold,,,http://www.redfin.com/WI/Milwaukee/2841-N-34th-St-53210/unit-2843/home/90359437,METROMLS,1646129,N,Y,43.070651,-87.9565349
PAST SALE,October-18-2019,Multi-Family (2-4 Unit),2533 N 49th St #2535,Milwaukee,WI,53210,86250,4,2,Milwaukee,2754,5227,1922,70,31,,Sold,,,http://www.redfin.com/WI/Milwaukee/2533-N-49th-St-53210/unit-2535/home/90362999,METROMLS,1660756,N,Y,43.0650657,-87.9753368
PAST SALE,October-29-2019,Multi-Family (2-4 Unit),2555 N 51st St,Milwaukee,WI,53210,75000,6,2,Milwaukee,2519,4791,1926,59,30,,Sold,,,http://www.redfin.com/WI/Milwaukee/2555-N-51st-St-53210/unit-2557/home/90362862,METROMLS,1650365,N,Y,43.0655346,-87.9778554
PAST SALE,,Multi-Family (2-4 Unit),2828 N 61st St,Milwaukee,WI,53210,136000,6,3,,2302,4800,1968,,59,,,,,http://www.redfin.com/WI/Milwaukee/2828-N-61st-St-53210/home/90358377,,,N,Y,43.0705515,-87.9882606
PAST SALE,December-13-2019,Multi-Family (2-4 Unit),3016 N 45th St,Milwaukee,WI,53210,100000,,,Stone's Addition,,435,1929,14,,,Sold,,,http://www.redfin.com/WI/Milwaukee/3016-N-45th-St-53210/home/58072165,METROMLS,1508168,N,Y,43.0738656,-87.9695049
PAST SALE,July-31-2019,Multi-Family (2-4 Unit),1711 W Bolivar Ave #1713,Milwaukee,WI,53221,265000,6,2,Milwaukee,2374,6534,1959,149,112,,Sold,,,http://www.redfin.com/WI/Milwaukee/1711-W-Bolivar-Ave-53221/unit-1713/home/167021304,METROMLS,1640512,N,Y,42.9663323,-87.9359365
PAST SALE,,Multi-Family (2-4 Unit),1131 S 10th St Unit A,Milwaukee,WI,53204,60000,5,2,,1917,4050,1910,,31,,,,,http://www.redfin.com/WI/Milwaukee/1131-S-10th-St-53204/unit-A/home/90368504,,,N,Y,43.019413,-87.924243
PAST SALE,,Single Family Residential,1574 W Becher St,Milwaukee,WI,53215,68000,,,,2895,2280,1910,,23,,,,,http://www.redfin.com/WI/Milwaukee/1574-W-Becher-St-53215/home/90371900,,,N,Y,43.0066789,-87.9330786
PAST SALE,,Multi-Family (2-4 Unit),1426 W Arthur Ave,Milwaukee,WI,53215,110000,4,2,,1822,3600,1900,,60,,,,,http://www.redfin.com/WI/Milwaukee/1426-W-Arthur-Ave-53215/home/90236538,,,N,Y,42.9994181,-87.9307898
PAST SALE,July-3-2019,Multi-Family (2-4 Unit),3279 S Adams Ave,Milwaukee,WI,53207,233500,3,2,Milwaukee,1798,4791,1953,177,130,,Sold,,,http://www.redfin.com/WI/Milwaukee/3279-S-Adams-Ave-53207/home/90378090,METROMLS,1637977,N,Y,42.984819,-87.903231
PAST SALE,,Multi-Family (2-4 Unit),2549 S 14th St,Milwaukee,WI,53215,52000,4,2,,1584,4200,1912,,33,,,,,http://www.redfin.com/WI/Milwaukee/2549-S-14th-St-53215/home/90373391,,,N,Y,42.9981587,-87.9302414
PAST SALE,,Multi-Family (2-4 Unit),2751 S 15th St,Milwaukee,WI,53215,91000,4,2,,1632,3750,1914,,56,,,,,http://www.redfin.com/WI/Milwaukee/2751-S-15th-St-53215/home/90236916,,,N,Y,42.9944959,-87.9316489
PAST SALE,July-2-2019,Multi-Family (2-4 Unit),1544 W Leroy Ave,Milwaukee,WI,53221,200000,4,2,Milwaukee,1925,8276,1959,178,104,,Sold,,,http://www.redfin.com/WI/Milwaukee/1544-W-Leroy-Ave-53221/home/90248111,METROMLS,1636599,N,Y,42.967865,-87.933265
PAST SALE,July-19-2019,Multi-Family (2-4 Unit),124 W Wilbur Ave,Milwaukee,WI,53207,192500,3,2,Milwaukee,1596,9583,1898,161,121,,Sold,,,http://www.redfin.com/WI/Milwaukee/124-W-Wilbur-Ave-53207/home/58061487,METROMLS,1642643,N,Y,42.9781236,-87.91061
PAST SALE,July-24-2019,Multi-Family (2-4 Unit),2861 S 11th St,Milwaukee,WI,53215,124000,4,2,Milwaukee,1968,3484,1914,156,63,,Sold,,,http://www.redfin.com/WI/Milwaukee/2861-S-11th-St-53215/home/90239221,METROMLS,1637585,N,Y,42.9922941,-87.926589
PAST SALE,,Multi-Family (2-4 Unit),2016 S Hilbert St,Milwaukee,WI,53207,127000,1,1.5,,1343,3150,1900,,95,,,,,http://www.redfin.com/WI/Milwaukee/2016-S-Hilbert-St-53207/home/90371104,,,N,Y,43.0070904,-87.9056092
PAST SALE,,Multi-Family (2-4 Unit),2376 S Williams St #2378,Milwaukee,WI,53207,172500,4,2,,2152,5040,1895,,80,,,,,http://www.redfin.com/WI/Milwaukee/2376-S-Williams-St-53207/unit-2378/home/90374190,,,N,Y,43.0011294,-87.8991139
PAST SALE,July-18-2019,Multi-Family (2-4 Unit),8533 W Nash St #8535,Milwaukee,WI,53222,190000,4,2,Milwaukee,2026,6534,1955,162,94,,Sold,,,http://www.redfin.com/WI/Milwaukee/8533-W-Nash-St-53222/unit-8535/home/90210071,METROMLS,1645569,N,Y,43.0841484,-88.019756
PAST SALE,July-24-2019,Multi-Family (2-4 Unit),2328 E Fernwood Ave #2330,Milwaukee,WI,53207,300000,7,2,Milwaukee,2822,4356,1924,156,106,,Sold,,,http://www.redfin.com/WI/Milwaukee/2328-E-Fernwood-Ave-53207/unit-2330/home/90378337,METROMLS,1641554,N,Y,42.9869269,-87.8806383
PAST SALE,July-16-2019,Multi-Family (2-4 Unit),7102 W Adler St,Milwaukee,WI,53214,163000,4,2,Milwaukee,1399,5227,1927,164,117,,Sold,,,http://www.redfin.com/WI/Milwaukee/7102-W-Adler-St-53214/home/58064661,METROMLS,1649157,N,Y,43.0286321,-88.0010658
PAST SALE,,Multi-Family (2-4 Unit),223 N 33rd St,Milwaukee,WI,53208,250000,4,2,,2250,3750,1893,,111,,,,,http://www.redfin.com/WI/Milwaukee/223-N-33rd-St-53208/home/90229609,,,N,Y,43.0331808,-87.9556292
PAST SALE,,Multi-Family (2-4 Unit),2688 S 16th St,Milwaukee,WI,53215,120000,5,2,,2150,2820,1907,,56,,,,,http://www.redfin.com/WI/Milwaukee/2688-S-16th-St-53215/home/90236882,,,N,Y,42.99583,-87.9332529
PAST SALE,,Multi-Family (2-4 Unit),2825 W Lincoln Ave,Milwaukee,WI,53215,125000,5,2,,2112,3600,1890,,59,,,,,http://www.redfin.com/WI/Milwaukee/2825-W-Lincoln-Ave-53215/home/90373253,,,N,Y,43.0028841,-87.9501444
PAST SALE,July-30-2019,Multi-Family (2-4 Unit),3228 S 13th St,Milwaukee,WI,53215,101000,,,Milwaukee,,3484,1906,150,,,Sold,,,http://www.redfin.com/WI/Milwaukee/3228-S-13th-St-53215/home/58054148,METROMLS,1625703,N,Y,42.9857941,-87.928482
PAST SALE,July-11-2019,Multi-Family (2-4 Unit),616 E Lincoln Ave #620,Milwaukee,WI,53207,280000,5,2,Milwaukee,2642,6098,1917,169,106,,Sold,,,http://www.redfin.com/WI/Milwaukee/616-E-Lincoln-Ave-53207/unit-620/home/90371057,METROMLS,1637737,N,Y,43.0032232,-87.9009046
PAST SALE,,Multi-Family (2-4 Unit),1912 W Greenfield Ave #1914,Milwaukee,WI,53204,80000,6,2,,2472,3600,1910,,32,,,,,http://www.redfin.com/WI/Milwaukee/1912-W-Greenfield-Ave-53204/unit-1914/home/90368959,,,N,Y,43.0173022,-87.9373462
PAST SALE,,Multi-Family (2-4 Unit),2715 W Lapham St #2717,Milwaukee,WI,53215,100000,6,2,,2664,4467,1907,,38,,,,,http://www.redfin.com/WI/Milwaukee/2715-W-Lapham-St-53215/unit-2717/home/90370225,,,N,Y,43.0139111,-87.9484847
PAST SALE,,Multi-Family (2-4 Unit),5151 N 51st Blvd,Milwaukee,WI,53218,75000,4,2.5,,2430,6000,1910,,31,,,,,http://www.redfin.com/WI/Milwaukee/5151-N-51st-Blvd-53218/home/90202720,,,N,Y,43.1112993,-87.9766317
PAST SALE,,Multi-Family (2-4 Unit),2863 N 48th St,Milwaukee,WI,53210,125000,6,2,,2734,5000,1925,,46,,,,,http://www.redfin.com/WI/Milwaukee/2863-N-48th-St-53210/home/90318918,,,N,Y,43.0711402,-87.9739927
PAST SALE,July-29-2019,Multi-Family (2-4 Unit),2934 N Bremen St,Milwaukee,WI,53212,158330,5,2,Milwaukee,1596,3484,1905,151,99,,Sold,,,http://www.redfin.com/WI/Milwaukee/2934-N-Bremen-St-53212/home/90360307,METROMLS,1641862,N,Y,43.071875,-87.899979
PAST SALE,July-19-2019,Multi-Family (2-4 Unit),2649 N 1st St,Milwaukee,WI,53212,115000,,,Milwaukee,,6098,1903,161,,,Sold,,,http://www.redfin.com/WI/Milwaukee/2649-N-1st-St-53212/unit-2651/home/90361722,METROMLS,1631850,N,Y,43.0668141,-87.9115114
PAST SALE,July-26-2019,Multi-Family (2-4 Unit),2643 N 56th St,Milwaukee,WI,53210,87700,6,2,Milwaukee,2580,3920,1927,154,34,,Sold,,,http://www.redfin.com/WI/Milwaukee/2643-N-56th-St-53210/unit-2645/home/90363152,METROMLS,1628434,N,Y,43.0671067,-87.983673
PAST SALE,July-30-2019,Multi-Family (2-4 Unit),2454 N Bremen St,Milwaukee,WI,53212,140440,4,2,Milwaukee,1610,3484,1890,150,87,,Sold,,,http://www.redfin.com/WI/Milwaukee/2454-N-Bremen-St-53212/home/90361755,METROMLS,1641857,N,Y,43.0632084,-87.9001383
PAST SALE,July-5-2019,Multi-Family (2-4 Unit),9847 W Lisbon Ave #9849,Milwaukee,WI,53222,171900,6,2,Milwaukee,2240,4791,1956,175,77,,Sold,,,http://www.redfin.com/WI/Milwaukee/9847-W-Lisbon-Ave-53222/unit-9849/home/90209453,METROMLS,1638108,N,Y,43.0881064,-88.0364153
PAST SALE,,Multi-Family (2-4 Unit),2930 N 56th St Unit A,Milwaukee,WI,53210,179000,3,2.5,,1899,4902,1947,,94,,,,,http://www.redfin.com/WI/Milwaukee/2930-N-56th-St-53210/unit-A/home/90218871,,,N,Y,43.0724162,-87.9828548
PAST SALE,,Multi-Family (2-4 Unit),7204 W Chapman Pl #7206,Milwaukee,WI,53216,145000,6,2,,2268,6520,1957,,64,,,,,http://www.redfin.com/WI/Milwaukee/7204-W-Chapman-Pl-53216/unit-7206/home/90210482,,,N,Y,43.0891945,-88.0023808
PAST SALE,July-5-2019,Multi-Family (2-4 Unit),1836 N 48th St #1838,Milwaukee,WI,53208,195000,6,2,Milwaukee,2712,4791,1914,175,72,,Sold,,,http://www.redfin.com/WI/Milwaukee/1836-N-48th-St-53208/unit-1838/home/90225811,METROMLS,1641818,N,Y,43.0550481,-87.9732313
PAST SALE,,Multi-Family (2-4 Unit),4267 N Teutonia Ave,Milwaukee,WI,53209,99900,4,4,,2794,6080,1941,,36,,,,,http://www.redfin.com/WI/Milwaukee/4267-N-Teutonia-Ave-53209/home/58055219,,,N,Y,43.0944591,-87.9418095
PAST SALE,,Other,9852 W Fond Du Lac Ave,Milwaukee,WI,53224,350000,14,1,,,16160,1970,,,,,,,http://www.redfin.com/WI/Milwaukee/9852-W-Fond-Du-Lac-Ave-53224/home/87395204,,,N,Y,43.1361366,-88.0349004
PAST SALE,,Multi-Family (2-4 Unit),8915 W Monrovia Ave,Milwaukee,WI,53225,94000,4,2,,1901,7000,1958,,49,,,,,http://www.redfin.com/WI/Milwaukee/8915-W-Monrovia-Ave-53225/home/90345354,,,N,Y,43.1312268,-88.023666
PAST SALE,,Multi-Family (2-4 Unit),7032 W Mill Rd Unit A,Milwaukee,WI,53218,102000,5,2,,2089,8036,1966,,49,,,,,http://www.redfin.com/WI/Milwaukee/7032-W-Mill-Rd-53218/unit-A/home/90344499,,,N,Y,43.1343879,-87.9992735
PAST SALE,,Multi-Family (2-4 Unit),9721 W Reichert Pl #9723,Milwaukee,WI,53225,143000,6,3,,2216,5400,1965,,65,,,,,http://www.redfin.com/WI/Milwaukee/9721-W-Reichert-Pl-53225/unit-9723/home/90346731,,,N,Y,43.120175,-88.0340053
PAST SALE,September-9-2019,Multi-Family (2-4 Unit),4453 N 66th St,Milwaukee,WI,53218,98900,3,2,Milwaukee,1647,5227,1958,109,60,,Sold,,,http://www.redfin.com/WI/Milwaukee/4453-N-66th-St-53218/home/58062291,METROMLS,1651528,N,Y,43.098444,-87.994779
PAST SALE,October-24-2019,Multi-Family (2-4 Unit),4619 W Fond Du Lac Ave Unit 4619 A,Milwaukee,WI,53216,95000,4,2,Milwaukee,2128,4791,1952,64,45,,Sold,,,http://www.redfin.com/WI/Milwaukee/4619-W-Fond-Du-Lac-Ave-53216/unit-4619-A/home/167209462,METROMLS,1647482,N,Y,43.0861311,-87.9720114
PAST SALE,October-10-2019,Multi-Family (2-4 Unit),3882 N 19th St,Milwaukee,WI,53206,101000,4,2,Milwaukee,1900,5662,1926,78,53,,Sold,,,http://www.redfin.com/WI/Milwaukee/3882-N-19th-St-53206/home/90354542,METROMLS,1652848,N,Y,43.087728,-87.934124
PAST SALE,September-23-2019,Multi-Family (2-4 Unit),3403 W Juneau Ave #3405,Milwaukee,WI,53208,62500,4,2,Milwaukee,2262,5662,1919,95,28,,Sold,,,http://www.redfin.com/WI/Milwaukee/3403-W-Juneau-Ave-53208/unit-3405/home/90228463,METROMLS,1651574,N,Y,43.0455715,-87.9566897
PAST SALE,,Multi-Family (2-4 Unit),2461 N 49th St #2463,Milwaukee,WI,53210,550000,4,2,,2031,3770,1927,,271,,,,,http://www.redfin.com/WI/Milwaukee/2461-N-49th-St-53210/unit-2463/home/90362969,,,N,Y,43.0638415,-87.9753474
PAST SALE,September-20-2019,Multi-Family (2-4 Unit),7116 W Silver Spring Dr #7118,Milwaukee,WI,53218,105000,6,2,Milwaukee,1748,6098,1955,98,60,,Sold,,,http://www.redfin.com/WI/Milwaukee/7116-W-Silver-Spring-Dr-53218/unit-7118/home/90198927,METROMLS,1652254,N,Y,43.1198549,-88.0002502
PAST SALE,,Multi-Family (2-4 Unit),3139 N 44th St Unit A,Milwaukee,WI,53216,48000,3,2,,1787,4760,1952,,27,,,,,http://www.redfin.com/WI/Milwaukee/3139-N-44th-St-53216/unit-A/home/90216718,,,N,Y,43.076106,-87.96899
PAST SALE,October-15-2019,Multi-Family (2-4 Unit),1114 W Keefe Ave,Milwaukee,WI,53206,33000,4,2,Milwaukee,1728,3920,1908,73,19,,Sold,,,http://www.redfin.com/WI/Milwaukee/1114-W-Keefe-Ave-53206/home/90355622,METROMLS,1653289,N,Y,43.0818721,-87.9253414
PAST SALE,October-16-2019,Multi-Family (2-4 Unit),1926 S 32nd St,Milwaukee,WI,53215,135000,4,2,Milwaukee,1820,3484,1922,72,74,,Sold,,,http://www.redfin.com/WI/Milwaukee/1926-S-32nd-St-53215/home/90233391,METROMLS,1659577,N,Y,43.009668,-87.953732
PAST SALE,,Multi-Family (2-4 Unit),1378 N 59th St #1380,Milwaukee,WI,53208,148000,4,2,,1899,4760,1928,,78,,,,,http://www.redfin.com/WI/Milwaukee/1378-N-59th-St-53208/unit-1380/home/90228410,,,N,Y,43.0493419,-87.9860887
PAST SALE,November-1-2019,Multi-Family (2-4 Unit),8308 W Crawford Ave #8310,Milwaukee,WI,53220,244000,6,2,Milwaukee,2407,8276,1972,56,101,,Sold,,,http://www.redfin.com/WI/Milwaukee/8308-W-Crawford-Ave-53220/unit-8310/home/102186850,METROMLS,1661450,N,Y,42.9756499,-88.0161198
