,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,down_payment,loan_amount,mortgage_payment,property_tax,insurance_payment,RegionName,rent_per_sqft,rent,vacancy,maintenance,capex,property_management,water,electricity,garbage,monthly_cashflow,coc_return
826,PAST SALE,October-17-2019,Multi-Family (2-4 Unit),5857 N 61st St #5859,Milwaukee,WI,53218,100000,6.0,2.0,Milwaukee,2052.0,5227.0,1957.0,71.0,49.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/5857-N-61st-St-53218/unit-5859/home/58079493,METROMLS,1656410.0,N,Y,43.124238899999995,-87.98753640000001,20000.0,80000.0,-378.6413922847451,-161.41666666666666,-37.49999999999999,53218.0,0.797053479,1635.553738908,-163.5553738908,-163.5553738908,-163.5553738908,-163.5553738908,-50,-100,-50,203.77418439338834,0.122264510636033
827,PAST SALE,October-17-2019,Multi-Family (2-4 Unit),5857 N 61st St #5859,Milwaukee,WI,53218,100000,6.0,2.0,Milwaukee,2052.0,5227.0,1957.0,71.0,49.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/5857-N-61st-St-53218/unit-5859/home/58079493,METROMLS,1656410.0,N,Y,43.124238899999995,-87.98753640000001,20000.0,80000.0,-378.6413922847451,-161.41666666666666,-37.49999999999999,53218.0,0.760869565,1561.30434738,-156.13043473800002,-156.13043473800002,-156.13043473800002,-156.13043473800002,-50,-100,-50,159.22454947658827,0.09553472968595296
828,PAST SALE,October-17-2019,Multi-Family (2-4 Unit),5857 N 61st St #5859,Milwaukee,WI,53218,100000,6.0,2.0,Milwaukee,2052.0,5227.0,1957.0,71.0,49.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/5857-N-61st-St-53218/unit-5859/home/58079493,METROMLS,1656410.0,N,Y,43.124238899999995,-87.98753640000001,20000.0,80000.0,-378.6413922847451,-161.41666666666666,-37.49999999999999,53218.0,0.8027777779999999,1647.300000456,-164.7300000456,-164.7300000456,-164.7300000456,-164.7300000456,-50,-100,-50,210.82194132218797,0.12649316479331277
829,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.9621659372340482,2202.3978303287363,-220.23978303287365,-220.23978303287365,-220.23978303287365,-220.23978303287365,-50,-100,-50,515.0027362982594,0.29428727788471964
929,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.9177927929999999,2100.827703177,-210.0827703177,-210.0827703177,-210.0827703177,-210.0827703177,-50,-100,-50,454.0606600072176,0.25946323428983864
930,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.9189189190000001,2103.405405591,-210.34054055910002,-210.34054055910002,-210.34054055910002,-210.34054055910002,-50,-100,-50,455.607281455618,0.2603470179746389
931,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.8636363640000001,1976.8636371960001,-197.68636371960002,-197.68636371960002,-197.68636371960002,-197.68636371960002,-50,-100,-50,379.68222041861804,0.21696126881063887
933,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.825568182,1889.725568598,-188.97255685980002,-188.97255685980002,-188.97255685980002,-188.97255685980002,-50,-100,-50,327.39937925981735,0.18708535957703848
934,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.846354167,1937.304688263,-193.7304688263,-193.7304688263,-193.7304688263,-193.7304688263,-50,-100,-50,355.9468510588174,0.20339820060503852
935,PAST SALE,August-23-2019,Multi-Family (2-4 Unit),4650 N 57th St #4652,Milwaukee,WI,53218,105000,5.0,2.0,Milwaukee,2289.0,10018.0,1957.0,126.0,46.0,,Sold,,,http://www.redfin.com/WI/Milwaukee/4650-N-57th-St-53218/unit-4652/home/90205467,METROMLS,1646216.0,N,Y,43.101929600000005,-87.983462,21000.0,84000.0,-397.5734618989824,-169.48749999999998,-39.37499999999999,53218.0,0.875,2002.875,-200.28750000000002,-200.28750000000002,-200.28750000000002,-200.28750000000002,-50,-100,-50,395.2890381010176,0.22587945034343865
