RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
"Springfield, MA",83,148.5131768,147.3224676,148.4753714,148.5355649,148.1023102,148.0199926,146.6422168,145.1286765,144.1166497,143.6993368,142.5675676,139.1292169,138.1165647,137.7848238,138.9189189,139.1225831,139.8081535,140.3897849,140.0560224,140.0091575,138.1333333,137.6721763,135.3125,133.2402263,133.25159,133.75,135,137.0704661,138.1865343,139.3047081,138.7896825,138.3494625,137.4296143,136.6459627,135.3125,133.9139019,134.3446065,135.3125,138.6164623,140.5218546,142.2336263,142.2121896,142.0197332,141.2265481,140.5840286,139.7094018,138.75,138.7037037,136.5739477,138.7195122,139.517948,141.2928524,143.4676435,142.0526316,141.4101707,139.896616,138.3519963,138.4391801,137.5,137.3584655,136.2928349,138.0952381,138.8227513,141.6509946,142.45,142.8042939,141.6760722,140.3819014,140.3540904,139.523578,138.4453782,136.9335846,136.5810715,138.0175659,140.0939721,142.251545,144.2658405,145.0383047,144.8982649,143.1776563,141.2015518,142.3809524,141.9318182,139.7960373,139.573991,140.6790123,142.8973582,147.6497637,151.2284896,152.9376823,151.7391672,152.4776537,153.8865027,151.7820489,150.6570915,148.9795918,149.952381,153.2404181,153.9760816,156.3808219,158.7301587,158.1973626,156.6690962,156.1973388,155.1041667,156.2081473,155.969477,153.3380682,150.3759398,149.7397513,154.7459893,158.1023093,160.6428571,162.25,161.9014085,161.4795918
"Fort Myers, FL",84,113.6860516,111.1111111,111.6982124,112.0282706,109.1431307,106.4584812,103.464875,101.5293394,100.3823736,100.586982,104.2469599,103.1961812,104.9475262,107.2261072,108.6352657,106.8824572,112.4951494,108.9563863,106.1351167,105.9782609,107.600892,109.8820059,110.0741325,111.7402893,113.5762319,112.601626,111.5898336,114.0350877,115.1637687,114.8627951,113.3217993,114.3873518,114.9462025,110.7309876,112.8345695,114.8755956,116.4825525,116.7179339,117.0557112,118.6693148,119.1416894,117.5282227,117.3861284,114.8086522,117.5411843,118.6675462,121.6527867,122.5977469,123.3583076,123.3379914,122.4279835,123.943662,121.6937997,121.6008147,120.9581925,120.9747607,122.258459,123.8257318,126.4099572,127.1231518,130.4093567,131.9648094,136.009662,137.4865156,136.4705648,135.6226957,136.0087051,135.7419981,137.3915772,139.7861131,142.8807947,145.4157941,148.0362538,149.2905153,148.6011119,149.8365996,149.4778068,149.1631799,148.4723653,148.1968686,149.0680914,152.0076482,154.4518028,155.586887,156.0236592,156.6040963,156.25,156.0100334,155.5061728,154.7345308,153.7136643,153.2417344,152.9876694,153.4090909,155.6487026,157.6498423,159.7552685,160.0163489,159.7769517,159.5035461,158.957293,158.8266997,157.5984991,157.5152439,158.3383504,159.8937828,161.4259639,162.7357139,163.0858739,163.5301353,162.0158465,161.3083016,160.3638104,159.3056346,158.6139896,157.9353933
"Boise City, ID",85,94.42153648,93.3097249,92.7882899,93.18126226,92.74273391,91.26344086,89.81428151,88.58673259,86.90987124,85.34482759,84.94897959,82.97107072,80.49624269,79.13732394,78.94736842,78.77975193,80.45977011,81.60237389,81.6033003,81.65957458,81.62014976,81.57276995,80.24305556,78.70471587,78.96457766,80.24009067,81.93608152,84.40115391,87.80885415,89.09465021,90.81240367,92.26923077,91.47749485,92.46394231,92.71017373,91.37483787,92.67412197,95.48429319,98.52492779,101.9715119,104.8714325,106.3193588,106.7492819,106.6872184,107.1275456,106.5392319,103.5202172,85.58847737,88.70642063,99.33311104,102.50365,106.316726,106.3779936,107.6785714,108.5067873,107.9676461,107.7921057,107.0705178,105.9262166,105.4080873,105.8232542,106.1624957,108.4908976,117.0750985,117.6226463,118.2969414,119.0563445,118.8795088,119.6804078,119.8180818,119.6769318,119.4970572,119.5728185,120.7841031,122.923588,123.4616782,125.9448819,126.7794221,125.7334451,127.2513704,127.5522042,127.5510204,127.8393604,127.9081661,128.4511371,130.7940723,132.7954438,135.9849342,138.047619,139.9781139,139.3373652,139.4666667,139.3333333,139.6839161,140.2748135,139.0494297,142.884371,146.2481546,150.4538213,156.3218168,159.9910595,161.6174925,162.3587571,164.5682874,164.6077843,164.3321608,163.681397,163.3906587,163.6415853,163.4945005,167.7148847,172.631406,174.8542274,176.4313725,175.6081081,175.552102
"Toledo, OH",86,79.22542178,79.40397351,79.02298851,79.8734127,80.11299526,79.9471106,79.30756844,79.00301968,76.94746377,77.0123839,76.79398148,74.23191278,73.15436242,71.9269103,72.83344095,73.67256637,74.61571632,74.05534724,72.65421507,72.89308176,72.58064516,70.25316456,69.00193087,67.69714855,67.68832976,67.60602336,68.34577114,68.47215583,70.2962963,70.1537778,69.6560694,69.41689806,69.91604478,69.3452381,69.23743501,67.51930502,67.84673053,68.61263736,69.44444444,71.5544,73.02631579,72.97077922,73.55250245,73.69791667,74.00828893,81.39118672,72.8125,72.28335626,71.59904535,72.53384913,72.94889067,74.04181185,75.17281786,75.79574211,76.53061224,76.02174658,76,75.03954647,75,73.64341085,74.38649648,76.77840188,78.51083883,79.6061148,80.29761905,80.94332333,80.91382302,80.74074074,79.11097577,78.32871095,78.05355976,76.65010646,76.85606061,78.96305125,80.77556477,82.76719138,84.31786217,85.81028529,85.99246231,85.13307069,85.23622047,85.14835859,84.53908985,83.24074074,83.66935484,84.98999674,86.00768105,88.23529412,88.73095128,88.22950212,87.57412399,86.36385277,85.05156521,83.8619403,83.21252857,82.4310459,81.94980695,83.62944162,86.7866005,88.622998,90.20758123,91.15431202,91.0944206,90.70442992,89.18911863,88.7374181,88.02069094,87.04409363,87.95932017,88.5443038,93.14899319,94.5045045,95.43977286,96.04246704,96.52509653,95.57416268
"Madison, WI",87,122.9409251,123.5701457,123.7619048,123.5943832,124.6836687,124.1793326,123.3763698,122.516129,123.2619697,122.4509804,122.1666667,120.5882353,120.0882612,119.8265777,119.9193496,120.5510907,120.5448861,121.5302491,119.8295416,118.9814815,117.9488106,117.4874372,116.4802938,115.3349227,114.9847095,115.8922568,116.5188699,117.3424208,116.6690842,117.1428571,116.6666667,116.515544,115.2225755,115.1274289,115.2883031,115.4899444,115.92827,116.9120318,117.6383879,119.348659,121.0798215,122.8110075,122.6415094,122.4501058,121.62092,122.2289157,122.2297273,121.9656992,122.4633474,124.5120999,125.3739931,126.8791438,127.8485943,128.575514,128.5388332,128.345679,128.3818493,128.5287081,128.1395501,129.9245599,129.9401198,129.0632241,129.4673216,130.7873696,133.4894614,136.2626263,137.1220605,137.3240225,136.4959255,136.9278593,140.7709414,145.7404957,146.3396779,146.0820896,144.9704142,147.2925731,146.1188698,145.7253886,148.0576413,148.5668147,150.5947661,149.2110874,148.8095238,151.8874502,151.8656716,151.8656716,153.6231884,155.157696,154.7001934,155.7588076,154.7388781,155.2564458,155.9070587,157.884427,158.3199572,161.155914,161.713601,163.5428151,162.9517055,162.4536912,164.1003407,162.7272258,162.7662055,164.0607984,162.7038043,163.1709331,164.6422629,165.2175599,165.5759205,167.8507351,169.2524683,170.06613,171.5112112,172.4584104,172.332389,172.1361328
"Lakeland, FL",88,87.03473685,85.91318591,84,82.46217331,82.01892744,80.1,79.59434542,79.75734355,79.9314845,79.37635132,78.8850518,76.6943734,75.38389949,75.8785184,75.399754,73.8317757,74.38937536,75.02899849,74.63192174,74.68844631,74.20127796,73.5172513,75.13426423,73.58093903,73.84231397,73.4375,73.30508475,72.25050916,73.56654421,74.78998384,75.48032937,75.93906321,76.01332593,76.82572226,77.77777778,78.53969521,79.79359044,79.50612099,80.34037559,80.57517084,82.1521543,84.16254125,83.93429461,83.64312268,85.1062753,85.01150307,85.70261438,85.24843894,85.78908555,86.67883212,87.70949721,86.72456576,86.52242575,84.94897959,88.67454885,89.429618,89.89777511,90.92101428,91.01336925,91.12903226,91.42172307,92.30220955,91.66666667,91.56576246,92.63018535,93.31409407,93.67611073,95.13441666,96.00523278,96.28533569,97.185261,96.98452641,97.2047978,98.54430974,99.0020326,100.1633987,100.4308798,100.9251472,101.9323671,102.3229498,102.8677387,103.6086974,103.9332604,104.507355,106.0565483,106.2433871,106.7945205,107.3942941,108.2223509,108.8823404,109.518539,110.6581054,111.2409572,111.4382717,111.9820829,112.1993699,113.012585,114.1009952,114.8620367,115.7071339,116.5894794,117.361319,117.7068763,118.7005414,119.4500674,119.6919192,119.3321156,119.3539442,119.4798008,119.9,120.8038147,121.1356399,121.7248908,122.4673203,123.3705883,123.9326518
"Ogden, UT",89,131.8101933,130.6068544,128.0776987,128.4530345,129.3863933,129.4498382,129.4103438,129.3224627,127.4787535,128.8274195,127.6322058,124.9166667,122.7620087,121.5614017,121.9019121,121.0826211,121.9264471,121.0116732,120.0884922,119.4137168,118.5843435,115.1061266,112.5157233,112.2149489,111.0735989,112.1958398,113.2373357,113.548951,114.1906686,116.8555241,118.4208285,118.7679399,117.5791275,118.1625122,117.6644982,118.141169,118.6623517,119.9923861,123.3189389,126.460177,128.2222716,130.5154639,130.0653294,130.3287982,130.1734187,129.8037233,126.9763858,129.1596165,128.4786016,128.8547348,131.2382739,132.8685209,134.3341032,135.9225513,136.9577626,136.5199798,136.0090703,136.113849,136.4495798,134.9614421,136.081632,138.962766,140.625,142.380523,147.2271825,147.1698113,147.5634866,147.5238095,149.3902439,148.1446697,148.8095238,147.2633979,147.3285147,151.2643375,154.3810848,157.4818388,161.2546991,162.0817844,162.037037,164.2628205,162.4583181,162.2237569,159.6691386,158.0526163,159.7222222,160.4551304,161.5201813,168.3187104,171.3780919,171.0303737,172.8960804,173.4831004,171.8138321,170.6174006,169.3223443,169.3831522,169.6242171,172.2488038,174.4617669,182.5212573,186.5284974,187.5389343,188.379397,188.8497822,188.0877743,188.9355742,184.7318407,181.8860878,178.8889534,179.6821009,182.5788442,185.840708,187.9699248,191.6291608,192.6713948,191.9494582
"Daytona Beach, FL",90,111.341274,109.4282238,108.9044086,107.6591671,105.9001513,103.7720384,101.5831135,99.89754098,97.92911595,96.61953421,93.66804046,92.13541207,90.4136528,91.24254929,89.95186522,88.1512605,88.97223759,89.48717949,89.70727101,89.63192261,89.49734369,88.83928571,87.18361633,86.62280702,86.44488706,86.93495334,88.20564516,88.2089949,89.58084555,89.91839469,89.79808714,89.22619048,89.62728758,89.71708379,91.91176471,92.56214316,93.99143613,93.74264013,94.7428262,96.34258089,98.15086803,100,102.3274115,102.2842194,101.9871106,101.0934937,100.995801,101.4747191,102.0431328,101.6042781,101.369258,102.5112685,101.3130395,100.8627157,103.2748538,103.5341585,104.2914145,104.1610548,105.2371048,106.3829787,107.1715818,108.6503623,107.8487717,106.5350193,104.0420327,107.7702779,108.2639334,112.9518072,114.8868458,116.8071161,117.7818182,118.3970856,117.7801404,122.0949522,123.4567901,123.756962,123.3488993,123.3488993,122.6539764,122.5888325,124.6354952,125.1267887,124.4067646,125.9628615,130.0390625,131.0709913,130.8609763,132.4723503,131.794175,132.2672017,133.0662782,132.8619804,133.8872244,134.4132029,134.5516388,135.6709546,136.8638239,137.1329879,138.9746283,141.4874552,142.9173855,143.6459909,143.429003,143.1275825,144.4937573,144.3009119,144.8566575,145.2700455,145.6050532,145.6329865,145.5509723,147.4820144,147.3651192,147.4458135,146.9768967,146.9658134
"Des Moines, IA",91,115.3216575,115.1485585,115.1728553,115.9536743,115.8117398,115.5274379,115.8301158,116.0100022,115,114.3438037,113.6472769,112.755102,112.2270742,113.2930514,112.7443966,111.7110266,112.3928551,111.7110266,111.3509749,111.3547748,111.1192147,111.3181818,111.2314305,110.6822706,111.668186,112.0328849,112.7035925,113.1793478,113.262506,113.5957792,113.8613861,113.6006107,113.346918,113.8020833,114.2857143,113.7491471,114.213198,112.6303298,114.274565,115.9722222,115.9915847,115.810995,116.2851031,115.9722222,115.9274194,115.9722222,117.0572917,117.6171079,117.3158142,119.2964473,120.6140351,121.1729385,122.1918455,123.2971372,123.0357143,122.7601156,122.0078797,121.4466203,122.0930233,121.0526316,121.2482468,122.8070175,124.9901082,125.4544279,125.6377551,126.7424702,127.0715631,126.603355,126.4862351,126.5207182,126.2102351,125.5957177,126.6897081,129.764427,131.5263158,133.6366438,135.6304985,136.0807881,136.5030675,136.3168724,136.75339,136.9107322,137.06589,137.3188406,137.3150106,139.1683434,141.2720848,144.3498452,145.8333333,146.2659096,145.8008721,145.2569235,146.4623069,146.0027371,146.5373134,146.5540549,148.3944582,150.5033472,154.7304483,155.1094891,154.9346405,154.1963904,154.3086191,154.8076377,154.5221684,154.1716093,154.3577037,153.7599206,154.295302,153.982484,154.7864776,155.7802516,155.9454191,156.0209424,155.6878307,155.618051
"Jackson, MS",92,101.8164436,102.0809249,100.7805535,101.484499,102.4150665,101.776453,101.1783111,100.687751,100.1879699,100.0556174,99.77777778,99.7533455,99.36846917,98.95833333,98.88963025,99.1873442,99.47891994,99.47891994,98.86071297,99.47616553,99.98888889,100,99.04270987,98.42230396,98.95833333,99.20582396,100.2105263,100.4773644,99.74015642,99.56175299,99.80017806,99.86382206,99.50213371,99.29487179,99.51719976,98.94305233,98.86689897,99.44867228,99.52194698,100.0667557,101.3344479,100.752461,100.774066,100.7838746,101.2875536,101.2631572,101.079784,101.3962766,101.3013699,101.7777694,103.0892051,103.8596491,103.3969108,103.569946,103.6123028,103.9772035,104.1933191,103.0108254,102.2740193,102.7999724,103.566844,104.3710972,104.9015117,105.2836036,105.7401813,105.6905355,106.5226575,106.0537895,106.3829787,105.5962692,106.008612,106.306546,106.3016936,107.3577963,108.15822,109.4739524,109.4524367,109.5143707,109.8879841,108.607831,108.450295,109.5760234,110.1279488,110.5308037,111.0680592,112.5059694,113.5332966,114.3586159,115.5452959,114.2591408,113.4852802,114.5786088,115.1315789,116.362566,115.5042017,115.9364095,116.4360445,115.4031869,116.4972868,116.3436889,116.0216165,114.923255,114.6594982,114.5490782,114.5003069,114.9924062,115.6298201,114.8825065,114.9966829,114.0200456,114.7556919,115.1593124,115.8405172,115.7021605,115.521327,115.1911996
"Youngstown, OH",93,61.68897465,62.08118329,62.45380636,63.45628415,63.35623579,62.47767857,62.5782881,62.41666667,61.76853056,61.1013986,60.45751634,58.00152316,57.98153034,58.49764385,58.8559322,59.85576923,59.9,60.25641026,60.79234973,61.46532438,61.68439716,60.55999891,60.7718527,59.95673077,60.81818182,60.66775244,61.12244898,61.45833333,60.479014,61.63934426,60.99815157,60.54117766,60.35714286,59.56685837,59.66135458,58.16348728,57.08288752,57.18852124,57.80993655,58.689631,60.19503546,61.01694915,60.76576577,60.96267133,60.84765114,60.16663401,59.10560499,58.55242527,57.5105328,57.90533736,58.69517844,60.28541607,60.18054162,61.58590308,61.40873016,60.95854222,60.87473138,59.26251097,57.09954522,55.39314516,55.62424494,55.79608939,56.63511064,57.48269357,60.09615385,61.75298805,63.40247542,63.0914787,63.70236774,62.43044411,61.74025907,60.53030303,60,59.63098139,60.0149189,61.60067288,64.77943313,64.88095238,65.68450514,65.4574834,64.75225225,64.97933884,64.16475627,63.80072912,63.53887399,64.42737092,64.66721274,65.41666667,67.25589226,68.70629371,69.08001422,68.54670398,68.98422091,68.97668394,67.3500579,66.99640288,67.81706282,68.68352687,69.3877551,71.32173382,72.42757243,73.98148148,75.11574074,75.2354049,75.14097744,74.31591652,73.17109877,73.22530864,72.19471947,72.53787879,74.48391346,75.4527163,75.58823529,76.62835249,77.42217433,78.37894266
"Augusta, GA",94,89.18389401,88.96063084,89.20792749,89.27773641,88.36716254,87.5,87.32952584,87.28772441,86.79245283,85.9045982,85.37974684,84.78152391,84.38012295,83.2875869,83.44992519,84.1071985,84.27453354,83.79786939,82.9680395,82.68063982,82.52635072,81.95970696,80.70017953,80.0561294,80.42291951,80.46162104,80.83333333,81.09912686,81.61648177,82.19351307,81.95587932,81.63265306,80.85393258,80.68912331,81.15711237,80.65257353,80.7724673,81.26142596,82.18764937,82.54139299,82.91247723,82.92032593,82.46331665,82.35107731,82.48847926,82.96281958,82.75162899,82.35271673,82.29052323,82.33347125,82.72574313,83.12788906,83.41909663,82.78580424,83.27825512,83.55084285,83.83546108,83.57386513,83.25545171,83.49905418,83.86244853,84.6272975,85.36472761,85.96329163,85.65783673,86.51642248,86.53846154,86.72792241,86.5,86.7251462,86.7251462,86.77453803,86.93875378,87.41030025,87.40930123,88.39050132,88.47611145,89.19127028,88.61834655,89.17398546,88.90949844,89.52456513,88.74192259,89.5402897,89.52436582,91.28843613,91.76082863,91.82435736,92.72067029,93.10986965,93.41726953,93.22202345,93.53752945,93.63514039,93.30136986,92.97549336,94.49326719,95.3525641,95.78546326,97.38438211,97.58870762,97.14880952,96.98799272,96.92887931,97.11703959,97.36151649,97.4648986,97.36807496,97.48372306,97.69018299,98.04536742,100.4613976,99.36993214,99.8008742,99.5635413,99.32823739
"Scranton, PA",95,77.78888567,79.97093023,81.75505051,83.77489718,82.79268421,83.24074074,82.542023,82.14285714,81.79196541,80.81560284,81.50163221,80.67814855,79.82032061,81.41547862,81.12301937,81.06314429,82.01393287,83.99823165,85,85,83.80645161,84.24725823,84.87538585,83.75,84.73535191,82.60869565,83.79446421,83.78815629,84.20398786,83.36958186,82.12189805,82.10093897,81.91417598,81.69024927,81.2245935,80.8648729,79.84022556,79.86111111,79.88721805,83.26655983,85.87580945,84.32973678,83.68486352,83.31597222,83.25,82.475,80.73619632,80.63736824,80.31206932,80.73619632,80.90147356,82.23684211,83.69952494,82.96296296,83.43949045,83.26666667,81.62313433,81.05360444,79.7565663,78.25757576,77.92601577,78.35120643,79.37128664,81.910684,83.41991235,83.29166667,82.64322048,82.03125,80.85115102,80.51861058,79.62389381,76.66302686,74.15560427,75.41946309,75.97567157,77.77077384,78.82585752,79.16218946,80.39332539,78.53140866,78.43056231,76.74144038,76.84577677,76.19047619,76.57948237,76.54755389,79.10290237,77.71863457,80.55555556,82.21823033,81.82451253,80.86650697,81.41518569,78.84579549,79.47445311,76.96263284,77.52982674,78.91246684,81.39476744,84.84162896,86.46384318,87.83068783,90.82336523,89.45402969,88.99881282,85.63535912,85.01430388,84.88132095,84.73214286,83.77427444,86.09515997,88.12240664,88.45273837,90.17087629,90.72267811,89.17853634
"Harrisburg, PA",96,112.0866591,112.0125504,112.0848708,112.1721587,111.8656716,111.4219417,111.1955497,110.4244694,109.0266876,108.5805085,107.9421705,107.0915662,107.328579,107.32646,106.8660207,107.9001914,107.5713569,108.0405405,107.3696606,106.9335938,106.4630682,105.0872011,106.0206229,105.9741658,106.0227273,105.8771186,106.5730448,107.161235,106.7881835,106.5627564,106.3829787,105.6892779,105.0978695,105.3586343,105.4908226,104.5160709,104.7609109,105.2012336,105.7771774,106.091718,110.6956948,110.6596678,110.655,109.6237274,109.7929936,109.3248794,107.7493261,113.3605286,109.2205323,107.5319435,106.824147,107.0684524,107.3856213,108.2322357,107.78157,106.385696,106.8960437,107.5423729,106.6866457,105.798391,106.5833333,105.4071528,106.2968621,107.5837743,107.9168403,107.0538309,108.0342247,108.0766185,110.0446429,107.9346875,107.1428571,105.9490625,105.0354845,105.0724638,107.0829726,107.8959251,109.5814978,111.27,111.3433498,110.7386364,111.6904105,112.0333554,109.8737936,109.8214286,109.4890511,109.7595645,110.77296,113.6230388,115.0843254,115.5427103,116.7691062,117.035217,114.8563218,114.7295409,115.1309846,115.0452754,115.1851852,116.8891403,118.3561603,118.9958592,120.4815734,121.4285714,121.8359375,122.5476839,122.3872387,122.7121,122.7387525,121.3800777,121.1992136,121.8851571,122.5421348,123.495935,125.928382,125.4300673,126.112532,126.6966476
"Melbourne, FL",97,81.10968489,81.52741514,80.46162104,78.72407872,77.00067249,75.17182131,74.19213974,73.21041215,72.33614797,72.01086957,71.52061856,69.51759143,69.31693613,68.47916366,68.37774295,67.14285714,67.61945757,67.05908662,66.46817442,65.69925031,65.86416624,66.09309261,65.45084689,65.30562071,64.39424912,64.46861198,64.81229803,66.52719665,66.69297553,68.15736451,68.08340016,67.68189509,67.51054852,67.51141174,67.78741866,68.28668416,69.27710843,70.51094891,70.22401685,71.16411534,71.82640373,71.59090909,72.43460765,71.79819558,74.83200977,75.33145842,75.58778951,74.20577954,74.8518598,75.30120482,75.7330637,77.66900028,78.39448103,78.99692049,79.10750507,78.9154896,78.85343805,79.95429318,80.155902,80.68291294,81.39520584,84.0555532,84.94221618,85.9434683,85.93326856,86.37077769,86.75149701,87.05370102,88.74079559,89.19172932,88.8711558,88.96147786,90.87047599,91.18490375,92.18801449,93.90962672,95.00990099,95.94735019,95.90235397,96.30943587,96.76846591,97.77173913,96.84848485,98.95779052,100.8372908,102.0855964,102.7247475,104.2719448,104.8136646,105.8623298,105.2736945,105.5877342,106.0715348,106.0824742,108.8078519,109.3820125,110.5696539,111.8611065,111.915248,112.5541126,111.6569897,110.9594839,111.5273152,112.0932101,113.7436762,113.5915225,113.7360364,114.2785714,115.3442852,116.0058027,116.2325581,116.6666667,116.2864964,116.2244733,115.9991566,117.1411625
"Chattanooga, TN",98,102.303263,102.3835719,102.3527598,102.3166023,102.8428094,101.956218,101.7592593,100.383568,100.3800217,99.90833333,99.53174722,98.47715736,98.19773967,97.76476983,98.09825196,97.35576923,97.28383884,97.34671578,97.98474946,98.06387344,96.08974359,96.0419092,97.84735812,97.17391082,96.29817444,95.99156118,97.24958156,97.13083213,97.25786173,98.21755027,99.05516611,98.9729225,99.21657667,98.59710653,98.55564089,98.62768637,98.36065574,99.09847434,99.63282867,100.7258817,102.1106999,101.8290606,101.7311609,100.6410256,100.3348214,100.3316978,101.0442871,100.8160698,100.3346348,100.5653633,101.1995169,101.754386,102.3755298,101.9971252,102.1968459,102.8881792,102.228878,101.5625,102.2325581,102.5919402,102.7039871,104.1174165,103.616898,104.5573403,106.0157791,106.6542289,106.5944882,106.4314582,106.5254548,103.0627127,105.5,105.2670654,105.5071134,106.5735255,108.1521122,109.7676874,110.831639,111.8283559,112.6901467,110.9474134,111.1111111,111.7534334,112.2387591,112.1794872,113.846565,114.5038168,115.624917,117.1003717,118.8095238,119.95,120.4728084,119.7225444,119.8545961,119.7552448,119.7451257,119.047619,120.8092359,121.5483705,122.2883598,124.8502994,125.2459777,128.6672255,129.0104487,129.7686627,130.656364,129.987715,130.9455587,131.0818546,131.4081429,130.4618195,132.0179876,134.3283582,134.4086022,134.9964937,134.7826087,135.2542373
"Spokane, WA",99,154.1079474,153.0637255,151.6385474,152.8381382,153.3715044,154.0451293,152.2878953,151.6393443,148.2681213,146.5277778,144.9329771,141.703869,140.8872457,138.9138914,140.1515152,141.4038657,140.874146,140.6033348,140.6649616,140.5010547,139.0175369,137.1454712,134.2773438,131.6951567,130.6947904,131.3138686,132.6412468,133.7142209,135.371179,135.3746398,133.3333333,134.389175,133.6209877,132.4905303,131.3164835,130.2477184,130.1432292,131.0213415,133.8606742,137.1057303,140.9041069,141.9125127,142.0150054,141.2946917,140.8244321,141.0967742,138.1280804,135.9696641,136.5384615,137.9598662,140.7297096,144.4884951,145.157637,148.5234716,148.6417222,148.6860304,147.5782537,146.2217018,144.6488294,143.1423611,141.8955987,144.7987684,148.1551693,152.0339217,156.3687151,158.1755148,157.3957016,156.25,155.5555556,155.1094891,153.1615515,152.2070015,152.972028,153.4733441,156.4600706,158.875969,160.6788932,164.9985771,165.239726,164.7435897,164.2429565,162.5831569,161.4800294,157.771261,156.4705882,159.5810228,166.3798049,170.6391232,176.5384615,176.9866247,178.1564679,178.0198442,176.4102564,175.2368065,173.5975067,171.3714286,169.5149368,176.6058653,182.938856,188.5363054,192.7083333,196.43377,196.969697,198.2099785,198.6310566,198.125,196.8626969,193.9393939,193.9324117,192.9204747,201.1735122,208.2236842,214.5839591,216.9415509,217.2312224,217.1311475
"Provo, UT",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1633752,112.8126233,119.8349166,124.2955801,125.4007306,121.0851345,124.7185884,122.3032366,118.0011159,117.2050013,121.2631413,124.2955801,126.3639098,129.1758473,130.2707894,130.3080271,131.352557,132.5123153,132.5448613,135.5140097,135.8173432,130.9478221,130.561756,130.9671272,130.2264808,130.6557066,130.7875237,133.3733019,135.7666052,136.9237791,137.6146789,137.703202
"Lancaster, PA",101,168.8632619,167.2016981,167.03125,169.6663364,171.0926694,170.6097561,172.1982759,172.9647436,170.8966565,169.6964535,168.7846549,167.3755656,164.6666667,162.6366646,165.9965035,168.1610577,170.2197802,171.4620175,167.5530146,167.5375487,164.1829482,163.8313876,161.6725649,159.4777563,157.8991155,156.661442,158.5576923,153.9863802,160.4085603,160.3885135,159.0450572,159.2317224,158.8440619,157.6693227,154.6421663,153.7045858,153.4139472,154.3449493,156.4456722,158.1666667,156.6242786,157.1921432,156.6242786,156.4456722,155.9126543,155.4549078,155.0972077,154.7133643,156.9944721,152.5206174,154.8769371,158.8108108,160.4320988,160.7517381,160.1456311,158.6371392,157.3413219,157.367829,155.9267016,154.9956934,155.1470588,154.8997709,157.5398813,159.156051,165.1431718,165.5462185,162.2887785,160.976594,151.0695187,161.3858458,158.2557892,156.2052465,155.6708958,162.4366801,160.4333868,169.607742,169.3585605,163.0511464,171.0565476,167.5925926,159.3447727,149.2869128,151.1340206,148.91563,149.5616598,146.5014373,141.0287452,150,154.5025969,154.7954538,156.3697955,154.2199488,158.7299099,165.0552486,164.1553716,164.0150233,163.3584906,162.7511494,169.2125984,175.9452412,177.2815145,177.7574475,182.0711035,182.7626812,179.8471075,179.7456306,176.1679472,175.7827359,174.7169823,173.2668977,176.8642447,179.8912849,186.1386084,186.9113573,185.0902184,184.2935392
